nohup: ignoring input
[127] bbox_docvqa_id=128 images=32/32 error=True
[144] bbox_docvqa_id=145 images=21/21 error=True
[145] bbox_docvqa_id=146 images=21/21 error=True
[128] bbox_docvqa_id=129 images=32/32 error=True
[54] bbox_docvqa_id=55 images=19/19 error=False
[146] bbox_docvqa_id=147 images=21/21 error=True
[129] bbox_docvqa_id=130 images=32/32 error=True
[62] bbox_docvqa_id=63 images=52/52 error=False
[147] bbox_docvqa_id=148 images=21/21 error=True
[55] bbox_docvqa_id=56 images=19/19 error=False
[148] bbox_docvqa_id=149 images=21/21 error=True
[149] bbox_docvqa_id=150 images=21/21 error=True
[25] bbox_docvqa_id=26 images=21/21 error=False
[56] bbox_docvqa_id=57 images=19/19 error=False
[63] bbox_docvqa_id=64 images=52/52 error=False
[57] bbox_docvqa_id=58 images=19/19 error=False
[108] bbox_docvqa_id=109 images=8/8 error=True
[150] bbox_docvqa_id=151 images=10/10 error=False
[26] bbox_docvqa_id=27 images=21/21 error=False
[64] bbox_docvqa_id=65 images=52/52 error=False
[58] bbox_docvqa_id=59 images=19/19 error=False
[130] bbox_docvqa_id=131 images=9/9 error=False
[151] bbox_docvqa_id=152 images=10/10 error=False
[59] bbox_docvqa_id=60 images=19/19 error=False
[109] bbox_docvqa_id=110 images=8/8 error=False
[17] bbox_docvqa_id=18 images=12/12 error=False
[152] bbox_docvqa_id=153 images=10/10 error=False
[110] bbox_docvqa_id=111 images=18/18 error=True
[27] bbox_docvqa_id=28 images=21/21 error=False
[111] bbox_docvqa_id=112 images=18/18 error=True
[153] bbox_docvqa_id=154 images=10/10 error=False
[112] bbox_docvqa_id=113 images=18/18 error=True
[113] bbox_docvqa_id=114 images=18/18 error=True
[154] bbox_docvqa_id=155 images=10/10 error=False
[114] bbox_docvqa_id=115 images=18/18 error=True
[115] bbox_docvqa_id=116 images=18/18 error=True
[155] bbox_docvqa_id=156 images=10/10 error=False
[116] bbox_docvqa_id=117 images=18/18 error=True
[117] bbox_docvqa_id=118 images=18/18 error=True
[156] bbox_docvqa_id=157 images=10/10 error=False
[118] bbox_docvqa_id=119 images=18/18 error=True
[28] bbox_docvqa_id=29 images=21/21 error=False
[157] bbox_docvqa_id=158 images=10/10 error=False
[119] bbox_docvqa_id=120 images=18/18 error=True
[131] bbox_docvqa_id=132 images=9/9 error=False
[158] bbox_docvqa_id=159 images=10/10 error=False
[120] bbox_docvqa_id=121 images=32/32 error=True
[121] bbox_docvqa_id=122 images=32/32 error=True
[159] bbox_docvqa_id=160 images=10/10 error=False
[65] bbox_docvqa_id=66 images=52/52 error=False
[132] bbox_docvqa_id=133 images=9/9 error=False
[122] bbox_docvqa_id=123 images=32/32 error=True
[160] bbox_docvqa_id=161 images=22/22 error=True
[123] bbox_docvqa_id=124 images=32/32 error=True
[29] bbox_docvqa_id=30 images=21/21 error=False
[124] bbox_docvqa_id=125 images=32/32 error=True
[161] bbox_docvqa_id=162 images=22/22 error=True
[66] bbox_docvqa_id=67 images=52/52 error=False
[125] bbox_docvqa_id=126 images=32/32 error=True
[126] bbox_docvqa_id=127 images=32/32 error=True
[162] bbox_docvqa_id=163 images=22/22 error=True
[18] bbox_docvqa_id=19 images=12/12 error=False
[30] bbox_docvqa_id=31 images=20/20 error=False
[127] bbox_docvqa_id=128 images=32/32 error=True
[163] bbox_docvqa_id=164 images=22/22 error=True
[128] bbox_docvqa_id=129 images=32/32 error=True
[67] bbox_docvqa_id=68 images=52/52 error=False
[129] bbox_docvqa_id=130 images=32/32 error=True
[60] bbox_docvqa_id=61 images=52/52 error=False
[164] bbox_docvqa_id=165 images=22/22 error=True
[133] bbox_docvqa_id=134 images=9/9 error=False
[31] bbox_docvqa_id=32 images=20/20 error=False
[165] bbox_docvqa_id=166 images=22/22 error=True
[134] bbox_docvqa_id=135 images=9/9 error=False
[68] bbox_docvqa_id=69 images=52/52 error=False
[166] bbox_docvqa_id=167 images=22/22 error=True
[135] bbox_docvqa_id=136 images=9/9 error=False
[167] bbox_docvqa_id=168 images=22/22 error=True
[32] bbox_docvqa_id=33 images=20/20 error=False
[69] bbox_docvqa_id=70 images=52/52 error=False
[136] bbox_docvqa_id=137 images=9/9 error=False
[61] bbox_docvqa_id=62 images=52/52 error=False
[168] bbox_docvqa_id=169 images=22/22 error=True
[169] bbox_docvqa_id=170 images=22/22 error=True
[137] bbox_docvqa_id=138 images=9/9 error=False
[33] bbox_docvqa_id=34 images=20/20 error=False
[130] bbox_docvqa_id=131 images=9/9 error=False
[170] bbox_docvqa_id=171 images=5/5 error=False
[138] bbox_docvqa_id=139 images=9/9 error=False
[19] bbox_docvqa_id=20 images=12/12 error=False
[171] bbox_docvqa_id=172 images=5/5 error=False
[20] bbox_docvqa_id=21 images=21/21 error=True
[70] bbox_docvqa_id=71 images=45/45 error=False
[139] bbox_docvqa_id=140 images=9/9 error=False
[21] bbox_docvqa_id=22 images=21/21 error=True
[62] bbox_docvqa_id=63 images=52/52 error=False
[172] bbox_docvqa_id=173 images=5/5 error=False
[34] bbox_docvqa_id=35 images=20/20 error=False
[22] bbox_docvqa_id=23 images=21/21 error=True
[140] bbox_docvqa_id=141 images=21/21 error=True
[23] bbox_docvqa_id=24 images=21/21 error=True
[24] bbox_docvqa_id=25 images=21/21 error=True
[141] bbox_docvqa_id=142 images=21/21 error=True
[173] bbox_docvqa_id=174 images=5/5 error=False
[25] bbox_docvqa_id=26 images=21/21 error=True
[142] bbox_docvqa_id=143 images=21/21 error=True
[174] bbox_docvqa_id=175 images=5/5 error=False
[26] bbox_docvqa_id=27 images=21/21 error=True
[27] bbox_docvqa_id=28 images=21/21 error=True
[143] bbox_docvqa_id=144 images=21/21 error=True
[28] bbox_docvqa_id=29 images=21/21 error=True
[175] bbox_docvqa_id=176 images=5/5 error=False
[71] bbox_docvqa_id=72 images=45/45 error=False
[29] bbox_docvqa_id=30 images=21/21 error=True
[144] bbox_docvqa_id=145 images=21/21 error=True
[30] bbox_docvqa_id=31 images=20/20 error=True
[176] bbox_docvqa_id=177 images=5/5 error=False
[31] bbox_docvqa_id=32 images=20/20 error=True
[177] bbox_docvqa_id=178 images=5/5 error=False
[32] bbox_docvqa_id=33 images=20/20 error=True
[145] bbox_docvqa_id=146 images=21/21 error=True
[33] bbox_docvqa_id=34 images=20/20 error=True
[146] bbox_docvqa_id=147 images=21/21 error=True
[178] bbox_docvqa_id=179 images=5/5 error=False
[34] bbox_docvqa_id=35 images=20/20 error=True
[35] bbox_docvqa_id=36 images=20/20 error=True
[36] bbox_docvqa_id=37 images=20/20 error=True
[35] bbox_docvqa_id=36 images=20/20 error=False
[147] bbox_docvqa_id=148 images=21/21 error=True
[37] bbox_docvqa_id=38 images=20/20 error=True
[179] bbox_docvqa_id=180 images=5/5 error=False
[38] bbox_docvqa_id=39 images=20/20 error=True
[72] bbox_docvqa_id=73 images=45/45 error=False
[148] bbox_docvqa_id=149 images=21/21 error=True
[39] bbox_docvqa_id=40 images=20/20 error=True
[149] bbox_docvqa_id=150 images=21/21 error=True
[63] bbox_docvqa_id=64 images=52/52 error=False
[180] bbox_docvqa_id=181 images=5/5 error=False
[181] bbox_docvqa_id=182 images=5/5 error=False
[131] bbox_docvqa_id=132 images=9/9 error=True
[182] bbox_docvqa_id=183 images=5/5 error=False
[73] bbox_docvqa_id=74 images=45/45 error=False
[36] bbox_docvqa_id=37 images=20/20 error=False
[183] bbox_docvqa_id=184 images=5/5 error=False
[184] bbox_docvqa_id=185 images=5/5 error=False
[74] bbox_docvqa_id=75 images=45/45 error=False
[185] bbox_docvqa_id=186 images=5/5 error=False
[186] bbox_docvqa_id=187 images=5/5 error=False
[187] bbox_docvqa_id=188 images=5/5 error=False
[37] bbox_docvqa_id=38 images=20/20 error=False
[64] bbox_docvqa_id=65 images=52/52 error=False
[188] bbox_docvqa_id=189 images=5/5 error=False
[189] bbox_docvqa_id=190 images=5/5 error=False
[75] bbox_docvqa_id=76 images=45/45 error=False
[190] bbox_docvqa_id=191 images=69/69 error=True
[191] bbox_docvqa_id=192 images=69/69 error=True
[192] bbox_docvqa_id=193 images=69/69 error=True
[193] bbox_docvqa_id=194 images=69/69 error=True
[194] bbox_docvqa_id=195 images=69/69 error=True
[195] bbox_docvqa_id=196 images=69/69 error=True
[150] bbox_docvqa_id=151 images=10/10 error=False
[196] bbox_docvqa_id=197 images=69/69 error=True
[197] bbox_docvqa_id=198 images=69/69 error=True
[198] bbox_docvqa_id=199 images=69/69 error=True
[199] bbox_docvqa_id=200 images=69/69 error=True
[200] bbox_docvqa_id=201 images=21/21 error=True
[38] bbox_docvqa_id=39 images=20/20 error=False
[76] bbox_docvqa_id=77 images=45/45 error=False
[132] bbox_docvqa_id=133 images=9/9 error=False
[201] bbox_docvqa_id=202 images=21/21 error=True
[202] bbox_docvqa_id=203 images=21/21 error=True
[203] bbox_docvqa_id=204 images=21/21 error=True
[204] bbox_docvqa_id=205 images=21/21 error=True
[133] bbox_docvqa_id=134 images=9/9 error=False
[205] bbox_docvqa_id=206 images=21/21 error=True
[65] bbox_docvqa_id=66 images=52/52 error=False
[77] bbox_docvqa_id=78 images=45/45 error=False
[206] bbox_docvqa_id=207 images=21/21 error=True
[207] bbox_docvqa_id=208 images=21/21 error=True
[134] bbox_docvqa_id=135 images=9/9 error=False
[39] bbox_docvqa_id=40 images=20/20 error=False
[208] bbox_docvqa_id=209 images=21/21 error=True
[209] bbox_docvqa_id=210 images=21/21 error=True
[78] bbox_docvqa_id=79 images=45/45 error=False
[40] bbox_docvqa_id=41 images=11/11 error=False
[40] bbox_docvqa_id=41 images=11/11 error=False
[210] bbox_docvqa_id=211 images=7/7 error=False
[151] bbox_docvqa_id=152 images=10/10 error=False
[41] bbox_docvqa_id=42 images=11/11 error=False
[211] bbox_docvqa_id=212 images=7/7 error=False
[79] bbox_docvqa_id=80 images=45/45 error=False
[212] bbox_docvqa_id=213 images=7/7 error=False
[135] bbox_docvqa_id=136 images=9/9 error=False
[66] bbox_docvqa_id=67 images=52/52 error=False
[213] bbox_docvqa_id=214 images=7/7 error=False
[42] bbox_docvqa_id=43 images=11/11 error=False
[152] bbox_docvqa_id=153 images=10/10 error=False
[80] bbox_docvqa_id=81 images=18/18 error=False
[43] bbox_docvqa_id=44 images=11/11 error=False
[214] bbox_docvqa_id=215 images=7/7 error=False
[215] bbox_docvqa_id=216 images=7/7 error=False
[153] bbox_docvqa_id=154 images=10/10 error=False
[81] bbox_docvqa_id=82 images=18/18 error=False
[44] bbox_docvqa_id=45 images=11/11 error=False
[216] bbox_docvqa_id=217 images=7/7 error=False
[217] bbox_docvqa_id=218 images=7/7 error=False
[82] bbox_docvqa_id=83 images=18/18 error=False
[218] bbox_docvqa_id=219 images=7/7 error=False
[154] bbox_docvqa_id=155 images=10/10 error=False
[45] bbox_docvqa_id=46 images=11/11 error=False
[67] bbox_docvqa_id=68 images=52/52 error=False
[219] bbox_docvqa_id=220 images=7/7 error=False
[83] bbox_docvqa_id=84 images=18/18 error=False
[220] bbox_docvqa_id=221 images=16/16 error=True
[221] bbox_docvqa_id=222 images=16/16 error=True
[46] bbox_docvqa_id=47 images=11/11 error=False
[222] bbox_docvqa_id=223 images=16/16 error=True
[155] bbox_docvqa_id=156 images=10/10 error=False
[84] bbox_docvqa_id=85 images=18/18 error=False
[223] bbox_docvqa_id=224 images=16/16 error=True
[41] bbox_docvqa_id=42 images=11/11 error=False
[224] bbox_docvqa_id=225 images=16/16 error=True
[225] bbox_docvqa_id=226 images=16/16 error=True
[85] bbox_docvqa_id=86 images=18/18 error=False
[226] bbox_docvqa_id=227 images=16/16 error=True
[227] bbox_docvqa_id=228 images=16/16 error=True
[47] bbox_docvqa_id=48 images=11/11 error=False
[228] bbox_docvqa_id=229 images=16/16 error=True
[156] bbox_docvqa_id=157 images=10/10 error=False
[86] bbox_docvqa_id=87 images=18/18 error=False
[229] bbox_docvqa_id=230 images=16/16 error=True
[68] bbox_docvqa_id=69 images=52/52 error=False
[48] bbox_docvqa_id=49 images=11/11 error=False
[136] bbox_docvqa_id=137 images=9/9 error=False
[87] bbox_docvqa_id=88 images=18/18 error=False
[230] bbox_docvqa_id=231 images=6/6 error=False
[49] bbox_docvqa_id=50 images=11/11 error=False
[231] bbox_docvqa_id=232 images=6/6 error=False
[88] bbox_docvqa_id=89 images=18/18 error=False
[89] bbox_docvqa_id=90 images=18/18 error=False
[232] bbox_docvqa_id=233 images=6/6 error=False
[233] bbox_docvqa_id=234 images=6/6 error=False
[50] bbox_docvqa_id=51 images=19/19 error=False
[234] bbox_docvqa_id=235 images=6/6 error=False
[69] bbox_docvqa_id=70 images=52/52 error=False
[235] bbox_docvqa_id=236 images=6/6 error=False
[236] bbox_docvqa_id=237 images=6/6 error=False
[90] bbox_docvqa_id=91 images=24/24 error=False
[237] bbox_docvqa_id=238 images=6/6 error=False
[157] bbox_docvqa_id=158 images=10/10 error=False
[238] bbox_docvqa_id=239 images=6/6 error=False
[42] bbox_docvqa_id=43 images=11/11 error=False
[51] bbox_docvqa_id=52 images=19/19 error=False
[239] bbox_docvqa_id=240 images=6/6 error=False
[91] bbox_docvqa_id=92 images=24/24 error=False
[240] bbox_docvqa_id=241 images=11/11 error=True
[137] bbox_docvqa_id=138 images=9/9 error=True
[241] bbox_docvqa_id=242 images=11/11 error=True
[242] bbox_docvqa_id=243 images=11/11 error=True
[158] bbox_docvqa_id=159 images=10/10 error=False
[243] bbox_docvqa_id=244 images=11/11 error=True
[92] bbox_docvqa_id=93 images=24/24 error=False
[244] bbox_docvqa_id=245 images=11/11 error=True
[245] bbox_docvqa_id=246 images=11/11 error=True
[246] bbox_docvqa_id=247 images=11/11 error=True
[159] bbox_docvqa_id=160 images=10/10 error=False
[247] bbox_docvqa_id=248 images=11/11 error=True
[52] bbox_docvqa_id=53 images=19/19 error=False
[248] bbox_docvqa_id=249 images=11/11 error=True
[93] bbox_docvqa_id=94 images=24/24 error=False
[249] bbox_docvqa_id=250 images=11/11 error=True
[160] bbox_docvqa_id=161 images=22/22 error=True
[250] bbox_docvqa_id=251 images=17/17 error=True
[251] bbox_docvqa_id=252 images=17/17 error=True
[94] bbox_docvqa_id=95 images=24/24 error=False
[161] bbox_docvqa_id=162 images=22/22 error=True
[252] bbox_docvqa_id=253 images=17/17 error=True
[53] bbox_docvqa_id=54 images=19/19 error=False
[253] bbox_docvqa_id=254 images=17/17 error=True
[95] bbox_docvqa_id=96 images=24/24 error=False
[162] bbox_docvqa_id=163 images=22/22 error=True
[254] bbox_docvqa_id=255 images=17/17 error=True
[255] bbox_docvqa_id=256 images=17/17 error=True
[96] bbox_docvqa_id=97 images=24/24 error=False
[256] bbox_docvqa_id=257 images=17/17 error=True
[163] bbox_docvqa_id=164 images=22/22 error=True
[54] bbox_docvqa_id=55 images=19/19 error=False
[257] bbox_docvqa_id=258 images=17/17 error=True
[138] bbox_docvqa_id=139 images=9/9 error=False
[70] bbox_docvqa_id=71 images=45/45 error=False
[258] bbox_docvqa_id=259 images=17/17 error=True
[97] bbox_docvqa_id=98 images=24/24 error=False
[164] bbox_docvqa_id=165 images=22/22 error=True
[259] bbox_docvqa_id=260 images=17/17 error=True
[165] bbox_docvqa_id=166 images=22/22 error=True
[98] bbox_docvqa_id=99 images=24/24 error=False
[71] bbox_docvqa_id=72 images=45/45 error=False
[55] bbox_docvqa_id=56 images=19/19 error=False
[260] bbox_docvqa_id=261 images=5/5 error=False
[166] bbox_docvqa_id=167 images=22/22 error=True
[261] bbox_docvqa_id=262 images=5/5 error=False
[99] bbox_docvqa_id=100 images=24/24 error=False
[43] bbox_docvqa_id=44 images=11/11 error=False
[139] bbox_docvqa_id=140 images=9/9 error=False
[262] bbox_docvqa_id=263 images=5/5 error=False
[167] bbox_docvqa_id=168 images=22/22 error=True
[140] bbox_docvqa_id=141 images=21/21 error=True
[72] bbox_docvqa_id=73 images=45/45 error=False
[100] bbox_docvqa_id=101 images=8/8 error=False
[141] bbox_docvqa_id=142 images=21/21 error=True
[263] bbox_docvqa_id=264 images=5/5 error=False
[142] bbox_docvqa_id=143 images=21/21 error=True
[168] bbox_docvqa_id=169 images=22/22 error=True
[56] bbox_docvqa_id=57 images=19/19 error=False
[101] bbox_docvqa_id=102 images=8/8 error=False
[143] bbox_docvqa_id=144 images=21/21 error=True
[264] bbox_docvqa_id=265 images=5/5 error=False
[102] bbox_docvqa_id=103 images=8/8 error=False
[144] bbox_docvqa_id=145 images=21/21 error=True
[73] bbox_docvqa_id=74 images=45/45 error=False
[265] bbox_docvqa_id=266 images=5/5 error=False
[169] bbox_docvqa_id=170 images=22/22 error=True
[145] bbox_docvqa_id=146 images=21/21 error=True
[103] bbox_docvqa_id=104 images=8/8 error=False
[266] bbox_docvqa_id=267 images=5/5 error=False
[146] bbox_docvqa_id=147 images=21/21 error=True
[267] bbox_docvqa_id=268 images=5/5 error=False
[147] bbox_docvqa_id=148 images=21/21 error=True
[104] bbox_docvqa_id=105 images=8/8 error=False
[268] bbox_docvqa_id=269 images=5/5 error=False
[148] bbox_docvqa_id=149 images=21/21 error=True
[105] bbox_docvqa_id=106 images=8/8 error=False
[149] bbox_docvqa_id=150 images=21/21 error=True
[74] bbox_docvqa_id=75 images=45/45 error=False
[57] bbox_docvqa_id=58 images=19/19 error=False
[106] bbox_docvqa_id=107 images=8/8 error=False
[269] bbox_docvqa_id=270 images=5/5 error=False
[170] bbox_docvqa_id=171 images=5/5 error=False
[270] bbox_docvqa_id=271 images=5/5 error=False
[107] bbox_docvqa_id=108 images=8/8 error=False
[75] bbox_docvqa_id=76 images=45/45 error=False
[171] bbox_docvqa_id=172 images=5/5 error=False
[108] bbox_docvqa_id=109 images=8/8 error=False
[271] bbox_docvqa_id=272 images=5/5 error=False
[272] bbox_docvqa_id=273 images=5/5 error=False
[109] bbox_docvqa_id=110 images=8/8 error=False
[58] bbox_docvqa_id=59 images=19/19 error=False
[273] bbox_docvqa_id=274 images=5/5 error=False
[76] bbox_docvqa_id=77 images=45/45 error=False
[274] bbox_docvqa_id=275 images=5/5 error=False
[275] bbox_docvqa_id=276 images=5/5 error=False
[172] bbox_docvqa_id=173 images=5/5 error=False
[276] bbox_docvqa_id=277 images=5/5 error=False
[110] bbox_docvqa_id=111 images=18/18 error=False
[44] bbox_docvqa_id=45 images=11/11 error=False
[173] bbox_docvqa_id=174 images=5/5 error=False
[77] bbox_docvqa_id=78 images=45/45 error=False
[277] bbox_docvqa_id=278 images=34/34 error=True
[59] bbox_docvqa_id=60 images=19/19 error=False
[111] bbox_docvqa_id=112 images=18/18 error=False
[278] bbox_docvqa_id=279 images=34/34 error=True
[78] bbox_docvqa_id=79 images=45/45 error=False
[279] bbox_docvqa_id=280 images=34/34 error=True
[112] bbox_docvqa_id=113 images=18/18 error=False
[150] bbox_docvqa_id=151 images=10/10 error=True
[174] bbox_docvqa_id=175 images=5/5 error=False
[280] bbox_docvqa_id=281 images=34/34 error=True
[113] bbox_docvqa_id=114 images=18/18 error=False
[281] bbox_docvqa_id=282 images=34/34 error=True
[175] bbox_docvqa_id=176 images=5/5 error=False
[79] bbox_docvqa_id=80 images=45/45 error=False
[60] bbox_docvqa_id=61 images=52/52 error=True
[114] bbox_docvqa_id=115 images=18/18 error=False
[282] bbox_docvqa_id=283 images=34/34 error=True
[176] bbox_docvqa_id=177 images=5/5 error=False
[115] bbox_docvqa_id=116 images=18/18 error=False
[283] bbox_docvqa_id=284 images=34/34 error=True
[177] bbox_docvqa_id=178 images=5/5 error=False
[284] bbox_docvqa_id=285 images=34/34 error=True
[116] bbox_docvqa_id=117 images=18/18 error=False
[178] bbox_docvqa_id=179 images=5/5 error=False
[285] bbox_docvqa_id=286 images=34/34 error=True
[80] bbox_docvqa_id=81 images=18/18 error=False
[179] bbox_docvqa_id=180 images=5/5 error=False
[61] bbox_docvqa_id=62 images=52/52 error=True
[117] bbox_docvqa_id=118 images=18/18 error=False
[286] bbox_docvqa_id=287 images=34/34 error=True
[81] bbox_docvqa_id=82 images=18/18 error=False
[118] bbox_docvqa_id=119 images=18/18 error=False
[287] bbox_docvqa_id=288 images=31/31 error=True
[288] bbox_docvqa_id=289 images=31/31 error=True
[82] bbox_docvqa_id=83 images=18/18 error=False
[119] bbox_docvqa_id=120 images=18/18 error=False
[180] bbox_docvqa_id=181 images=5/5 error=False
[289] bbox_docvqa_id=290 images=31/31 error=True
[45] bbox_docvqa_id=46 images=11/11 error=False
[83] bbox_docvqa_id=84 images=18/18 error=False
[151] bbox_docvqa_id=152 images=10/10 error=True
[290] bbox_docvqa_id=291 images=31/31 error=True
[62] bbox_docvqa_id=63 images=52/52 error=True
[291] bbox_docvqa_id=292 images=31/31 error=True
[292] bbox_docvqa_id=293 images=31/31 error=True
[293] bbox_docvqa_id=294 images=31/31 error=True
[84] bbox_docvqa_id=85 images=18/18 error=False
[181] bbox_docvqa_id=182 images=5/5 error=False
